email,course,hw_num,hw_grade,hw_details,exam_num,exam_details,exam_grade
sr7729@nittany.edu,CMPSC497,1.0,76.0,Turn in this homework online!,1.0,,76.0
sr7729@nittany.edu,CHEM112,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
mt8800@nittany.edu,MATH231,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
mt8800@nittany.edu,CMPSC360,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
mt8800@nittany.edu,CMPEN431,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
ld6540@nittany.edu,CMPSC497,1.0,63.0,Turn in this homework online!,1.0,,63.0
ld6540@nittany.edu,MATH231,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
ld6540@nittany.edu,CSE543,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
sv5358@nittany.edu,CMPSC132,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
sv5358@nittany.edu,EE330,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
sv5358@nittany.edu,CMPSC475,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
kf8921@nittany.edu,IST558,1.0,96.0,Turn in this homework online!,1.0,,96.0
kf8921@nittany.edu,IST128,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
kf8921@nittany.edu,STAT319,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
rh4718@nittany.edu,CMPEN441,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
rh4718@nittany.edu,PHYS213,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
rh4718@nittany.edu,CSE543,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
vt8578@nittany.edu,EE212,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
vt8578@nittany.edu,CMPEN362,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
vt8578@nittany.edu,ECON201,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
lu6872@nittany.edu,STAT319,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
lu6872@nittany.edu,CMPSC497,1.0,65.0,Turn in this homework online!,1.0,,65.0
lu6872@nittany.edu,DS120,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
lb6520@nittany.edu,EE330,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
lb6520@nittany.edu,EE210,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
lb6520@nittany.edu,MATH141,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
kb6941@nittany.edu,CMPEN331,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
kb6941@nittany.edu,MATH141,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
kb6941@nittany.edu,PHYS214,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
rv5469@nittany.edu,CMPSC221,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
rv5469@nittany.edu,IST110,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
rv5469@nittany.edu,CMPEN431,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
ml7975@nittany.edu,CSE543,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
ml7975@nittany.edu,CHEM110,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
ml7975@nittany.edu,IST558,1.0,99.0,Turn in this homework online!,1.0,,99.0
mj4880@nittany.edu,STAT319,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mj4880@nittany.edu,EE311,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
mj4880@nittany.edu,CMPEN331,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
jf9661@nittany.edu,EE340,1.0,73.0,Turn in this homework online!,1.0,,73.0
jf9661@nittany.edu,MATH141,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
jf9661@nittany.edu,EE210,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
lt8366@nittany.edu,CMPSC311,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
lt8366@nittany.edu,IST110,1.0,64.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,64.0
lt8366@nittany.edu,MATH230,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
js7099@nittany.edu,CMPSC132,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
js7099@nittany.edu,CMPEN362,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
js7099@nittany.edu,CMPEN331,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
rf2661@nittany.edu,CMPSC221,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
rf2661@nittany.edu,PHYS211,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
rf2661@nittany.edu,STAT414,1.0,73.0,Turn in this homework online!,1.0,,73.0
js8165@nittany.edu,EE352,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
js8165@nittany.edu,STAT318,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
js8165@nittany.edu,EE330,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
kk3115@nittany.edu,CHEM110,1.0,64.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,64.0
kk3115@nittany.edu,CMPEN331,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
kk3115@nittany.edu,EE211,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
mr4635@nittany.edu,EE330,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
mr4635@nittany.edu,CMPEN411,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
mr4635@nittany.edu,EE320,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
ve8889@nittany.edu,EE330,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
ve8889@nittany.edu,CSE543,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
ve8889@nittany.edu,CSE583,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
ml3983@nittany.edu,CMPEN454,1.0,87.0,Turn in this homework online!,1.0,,87.0
ml3983@nittany.edu,CMPSC461,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
ml3983@nittany.edu,CMPSC311,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
ld8065@nittany.edu,CMPEN270,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
ld8065@nittany.edu,IST128,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
ld8065@nittany.edu,CMPSC131,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
jk4403@nittany.edu,DS220,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
jk4403@nittany.edu,CMPSC497,1.0,85.0,Turn in this homework online!,1.0,,85.0
jk4403@nittany.edu,EE352,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
in2805@nittany.edu,EE212,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
in2805@nittany.edu,EE320,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
in2805@nittany.edu,STAT415,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
pb8346@nittany.edu,CMPEN362,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
pb8346@nittany.edu,EE320,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
pb8346@nittany.edu,MATH230,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
rf1782@nittany.edu,PHYS213,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
rf1782@nittany.edu,MATH231,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
rf1782@nittany.edu,EE320,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
mn6721@nittany.edu,EE211,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
mn6721@nittany.edu,MATH230,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
mn6721@nittany.edu,CMPSC311,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
sm6043@nittany.edu,CMPEN351,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
sm6043@nittany.edu,EE311,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
sm6043@nittany.edu,DS220,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
lj2224@nittany.edu,DS220,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
lj2224@nittany.edu,CMPEN431,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
lj2224@nittany.edu,MATH141,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
wr3515@nittany.edu,CMPSC221,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
wr3515@nittany.edu,MATH230,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
wr3515@nittany.edu,STAT414,1.0,83.0,Turn in this homework online!,1.0,,83.0
wl5243@nittany.edu,EE212,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
wl5243@nittany.edu,ECON102,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
wl5243@nittany.edu,MATH140,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
jr8665@nittany.edu,CMPSC131,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
jr8665@nittany.edu,CHEM112,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
jr8665@nittany.edu,CMPEN454,1.0,68.0,Turn in this homework online!,1.0,,68.0
ns1210@nittany.edu,CMPEN441,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
ns1210@nittany.edu,CMPEN351,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
ns1210@nittany.edu,EE330,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
ms6173@nittany.edu,MATH141,1.0,64.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,64.0
ms6173@nittany.edu,CMPSC311,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
ms6173@nittany.edu,PHYS212,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
na8379@nittany.edu,EE212,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
na8379@nittany.edu,CMPEN431,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
na8379@nittany.edu,CMPSC131,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
ls6337@nittany.edu,CMPSC132,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
ls6337@nittany.edu,CMPEN331,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
ls6337@nittany.edu,EE212,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
sm9645@nittany.edu,CMPSC465,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
sm9645@nittany.edu,IST110,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
sm9645@nittany.edu,EE212,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
rr8243@nittany.edu,CSE583,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
rr8243@nittany.edu,EE320,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
rr8243@nittany.edu,CMPSC132,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
lw4369@nittany.edu,STAT318,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
lw4369@nittany.edu,ECON201,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
lw4369@nittany.edu,EE210,1.0,64.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,64.0
il3541@nittany.edu,PHYS211,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
il3541@nittany.edu,EE352,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
il3541@nittany.edu,CMPEN270,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mg8505@nittany.edu,CHEM112,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mg8505@nittany.edu,EE340,1.0,81.0,Turn in this homework online!,1.0,,81.0
mg8505@nittany.edu,EE212,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
mo1186@nittany.edu,ECON101,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
mo1186@nittany.edu,EE311,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mo1186@nittany.edu,CMPSC311,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
pw1726@nittany.edu,CMPSC465,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
pw1726@nittany.edu,CMPEN454,1.0,62.0,Turn in this homework online!,1.0,,62.0
pw1726@nittany.edu,EE330,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
lm6031@nittany.edu,CMPEN351,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
lm6031@nittany.edu,ECON201,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
lm6031@nittany.edu,ECON102,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
mj6359@nittany.edu,IST558,1.0,92.0,Turn in this homework online!,1.0,,92.0
mj6359@nittany.edu,PHYS211,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
mj6359@nittany.edu,CMPSC448,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
pc8832@nittany.edu,PHYS213,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
pc8832@nittany.edu,CMPEN270,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
pc8832@nittany.edu,CMPEN431,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mf8214@nittany.edu,CMPEN351,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
mf8214@nittany.edu,CHEM111,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
mf8214@nittany.edu,EE330,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
jb5052@nittany.edu,MATH230,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
jb5052@nittany.edu,CMPSC360,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
jb5052@nittany.edu,CMPSC497,1.0,63.0,Turn in this homework online!,1.0,,63.0
ma8938@nittany.edu,CSE543,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
ma8938@nittany.edu,ECON201,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
ma8938@nittany.edu,MATH230,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
lf4727@nittany.edu,CHEM112,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
lf4727@nittany.edu,CMPEN331,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
lf4727@nittany.edu,CHEM111,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
jh1874@nittany.edu,EE210,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
jh1874@nittany.edu,CSE583,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
jh1874@nittany.edu,CMPSC448,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
rb6281@nittany.edu,EE210,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
rb6281@nittany.edu,EE212,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
rb6281@nittany.edu,CMPEN270,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
mr5864@nittany.edu,CMPSC465,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
mr5864@nittany.edu,ECON102,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mr5864@nittany.edu,CHEM110,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
ml6213@nittany.edu,CMPSC431W,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
ml6213@nittany.edu,ECON102,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
ml6213@nittany.edu,MATH230,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
mk7773@nittany.edu,EE330,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
mk7773@nittany.edu,CHEM112,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
mk7773@nittany.edu,EE211,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
nc8172@nittany.edu,CMPSC131,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
nc8172@nittany.edu,EE320,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
nc8172@nittany.edu,PHYS211,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
mj5914@nittany.edu,PHYS212,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mj5914@nittany.edu,CMPEN441,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
mj5914@nittany.edu,MATH230,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
me2148@nittany.edu,ECON102,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
me2148@nittany.edu,EE311,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
me2148@nittany.edu,CMPEN454,1.0,96.0,Turn in this homework online!,1.0,,96.0
mk8847@nittany.edu,MATH140,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
mk8847@nittany.edu,MATH141,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
mk8847@nittany.edu,EE340,1.0,93.0,Turn in this homework online!,1.0,,93.0
my3786@nittany.edu,CMPSC311,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
my3786@nittany.edu,CMPSC465,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
my3786@nittany.edu,STAT319,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
jm3669@nittany.edu,ECON201,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
jm3669@nittany.edu,ECON102,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
jm3669@nittany.edu,CHEM111,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
uf7067@nittany.edu,EE210,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
uf7067@nittany.edu,MATH230,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
uf7067@nittany.edu,ECON101,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
mr2575@nittany.edu,ECON102,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mr2575@nittany.edu,EE311,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
mr2575@nittany.edu,MATH231,1.0,64.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,64.0
mb3709@nittany.edu,IST128,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
mb3709@nittany.edu,CMPEN331,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
mb3709@nittany.edu,EE340,1.0,97.0,Turn in this homework online!,1.0,,97.0
jk4409@nittany.edu,EE353,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
jk4409@nittany.edu,CMPEN441,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
jk4409@nittany.edu,CHEM111,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
ys9174@nittany.edu,CMPEN431,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
ys9174@nittany.edu,EE212,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
ys9174@nittany.edu,IST558,1.0,86.0,Turn in this homework online!,1.0,,86.0
rf1538@nittany.edu,ECON201,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
rf1538@nittany.edu,PHYS214,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
rf1538@nittany.edu,CMPSC221,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
no6118@nittany.edu,CHEM110,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
no6118@nittany.edu,EE311,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
no6118@nittany.edu,PHYS214,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
lc4994@nittany.edu,EE320,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
lc4994@nittany.edu,EE210,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
lc4994@nittany.edu,CSE543,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
oh8195@nittany.edu,CMPEN351,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
oh8195@nittany.edu,MATH231,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
oh8195@nittany.edu,CSE543,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
jc2471@nittany.edu,CMPSC221,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
jc2471@nittany.edu,CMPSC132,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
jc2471@nittany.edu,EE352,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mm3162@nittany.edu,CMPSC448,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
mm3162@nittany.edu,ECON102,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
mm3162@nittany.edu,EE210,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
jh7997@nittany.edu,CHEM111,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
jh7997@nittany.edu,PHYS214,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
jh7997@nittany.edu,DS120,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
ik6824@nittany.edu,CSE583,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
ik6824@nittany.edu,PHYS213,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
ik6824@nittany.edu,CMPEN351,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
tk5748@nittany.edu,EE210,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
tk5748@nittany.edu,STAT319,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
tk5748@nittany.edu,CMPSC132,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
ts1830@nittany.edu,CMPSC360,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
ts1830@nittany.edu,CMPSC497,1.0,92.0,Turn in this homework online!,1.0,,92.0
ts1830@nittany.edu,EE210,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
kr6619@nittany.edu,STAT318,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
kr6619@nittany.edu,IST110,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
kr6619@nittany.edu,STAT319,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
rk2653@nittany.edu,CMPEN411,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
rk2653@nittany.edu,STAT318,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
rk2653@nittany.edu,STAT319,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
sg4622@nittany.edu,ECON101,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
sg4622@nittany.edu,CMPSC221,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
sg4622@nittany.edu,EE320,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
jl3236@nittany.edu,ECON101,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
jl3236@nittany.edu,CMPSC360,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
jl3236@nittany.edu,PHYS213,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
kh1826@nittany.edu,PHYS214,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
kh1826@nittany.edu,EE210,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
kh1826@nittany.edu,MATH140,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
me2596@nittany.edu,MATH231,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
me2596@nittany.edu,CMPSC497,1.0,89.0,Turn in this homework online!,1.0,,89.0
me2596@nittany.edu,EE311,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
jl9851@nittany.edu,STAT414,1.0,83.0,Turn in this homework online!,1.0,,83.0
jl9851@nittany.edu,CMPEN270,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
jl9851@nittany.edu,EE211,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
sw7724@nittany.edu,MATH231,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
